scenario,algorithm,weight_variant,run_id,seed,n_sensors,P_TX_max,w_E,w_R,best_fitness,n_evaluations,convergence_curve,is_valid,validation_reason,E_total,min_link_margin,network_lifetime,los_count,nlos_count,los_ratio,best_genome,elapsed_time
S3,PSO,reliability_priority,1,1,25,-10.0,0.3,0.7,12003185.630874386,5000,"[np.float64(22009218.5499561), np.float64(21008164.12088137), np.float64(20011995.185838416), np.float64(20011995.185838416), np.float64(20011995.185838416), np.float64(19012576.959703814), np.float64(19012576.959703814), np.float64(19011799.30777015), np.float64(19007044.93611765), np.float64(18006164.68382447), np.float64(18006164.68382447), np.float64(18006023.776927296), np.float64(18005949.2815875), np.float64(18005809.796756875), np.float64(18005259.114020757), np.float64(18004912.48163377), np.float64(17005096.379486945), np.float64(17005096.379486945), np.float64(16007471.214616664), np.float64(16004575.138694217), np.float64(16004575.138694217), np.float64(16004522.700071285), np.float64(16004384.770622572), np.float64(16004384.770622572), np.float64(16004347.943132795), np.float64(15004286.74248767), np.float64(15004196.67363377), np.float64(15004185.777898578), np.float64(15004183.145795643), np.float64(15004182.361204315), np.float64(15004155.931329992), np.float64(15004145.343899563), np.float64(15004132.757709661), np.float64(15004111.676466778), np.float64(15004055.026103843), np.float64(15004030.102044161), np.float64(15003984.1921336), np.float64(15003939.199520322), np.float64(15003923.811677678), np.float64(15003907.99325108), np.float64(15003886.060489865), np.float64(15003878.28160487), np.float64(15003872.14141718), np.float64(15003859.684229098), np.float64(15003849.738396076), np.float64(15003823.330572506), np.float64(15003823.330572506), np.float64(15003816.062650636), np.float64(15003761.123924384), np.float64(14003721.922452603), np.float64(14003707.970875716), np.float64(14003694.237698816), np.float64(14003691.747723978), np.float64(14003683.018219661), np.float64(13003672.146297418), np.float64(13003667.53405546), np.float64(13003657.403455956), np.float64(13003637.084082603), np.float64(13003624.91497628), np.float64(13003616.35020529), np.float64(13003603.67626781), np.float64(13003584.427133936), np.float64(13003563.815443076), np.float64(13003535.099869201), np.float64(13003503.92123102), np.float64(13003469.72742762), np.float64(13003415.481497698), np.float64(13003373.054294163), np.float64(12003359.577236727), np.float64(12003354.812871164), np.float64(12003351.968330955), np.float64(12003348.54943554), np.float64(12003345.334392302), np.float64(12003341.386960171), np.float64(12003335.573691152), np.float64(12003331.79828882), np.float64(12003324.092435837), np.float64(12003305.08282775), np.float64(12003296.671416692), np.float64(12003285.986313911), np.float64(12003279.175546212), np.float64(12003268.708161196), np.float64(12003263.54996724), np.float64(12003256.032897936), np.float64(12003235.588848257), np.float64(12003235.202602714), np.float64(12003225.585355215), np.float64(12003223.048134752), np.float64(12003222.034813136), np.float64(12003221.629734801), np.float64(12003217.21098745), np.float64(12003216.908794481), np.float64(12003213.910031965), np.float64(12003212.203852462), np.float64(12003207.249256996), np.float64(12003205.588310631), np.float64(12003202.509496665), np.float64(12003197.349977402), np.float64(12003193.29967801), np.float64(12003185.630874386)]",False,Sensor 2 (EEG) poza strefą 'head',0.00025000072077613014,20.369482458352024,99996,17,8,0.68,"[0.6426813721957997, 0.6591996631049923, 0.4739517002104438, 0.33569687215696287, 0.6235125594968075, 0.4389082588025353, 0.6125943654654273, 0.291889630504172, 0.5899036513349563, 0.7481037320375202, 0.8289523376483298, 0.5035879618800897, 0.6136208141690818, 0.565832125447566, 0.18519289638427433, 0.45137951528045756, 0.31639303051629863, 0.154504199732587, 0.8742492751119072, 0.5419732267888973, 0.36897548157266, 0.5940552377812901, 0.40554370690175146, 0.635744160663668, 0.7978963142951073, 0.6163485091598339, 0.27616583792590477, 0.18794478032755407, 0.6065545789697747, 0.3726857777787464, 0.46917994115937833, 0.27297296670891974, 0.5693286318144336, 0.07177400381895048, 0.5394641414750492, 0.4262461058774323, 0.7408921654151316, 0.2273208260795665, 0.7352732618855206, 0.7495424192400939, 0.4724902074697931, 0.3957225882011296, 0.5329278098011199, 0.220164303687079, 0.3933656997684614, 0.08213510698315425, 0.5267674693085724, 0.305299679357515, 0.3683644727858188, 0.5438514392943081, 0.8821383314775634, 0.8026872192741095]",3.0443341732025146
S3,PSO,reliability_priority,2,2,25,-10.0,0.3,0.7,17005518.54079738,5000,"[np.float64(22008374.51530413), np.float64(21019830.089233685), np.float64(21019830.089233685), np.float64(21009333.6525614), np.float64(20009063.437833015), np.float64(20009063.437833015), np.float64(19012700.352542914), np.float64(19012700.352542914), np.float64(19012700.352542914), np.float64(19007908.539661042), np.float64(19007908.539661042), np.float64(19007908.539661042), np.float64(19007908.539661042), np.float64(19007655.61828522), np.float64(19007088.11199928), np.float64(19007088.11199928), np.float64(19006808.557246905), np.float64(18006713.81164373), np.float64(18006713.81164373), np.float64(18006713.81164373), np.float64(18006578.001835465), np.float64(18006578.001835465), np.float64(18006439.41384792), np.float64(18006400.190063212), np.float64(18006348.6534448), np.float64(18006303.86329028), np.float64(18006235.632056184), np.float64(18006152.491613768), np.float64(18006051.61967931), np.float64(18006010.814122364), np.float64(18005954.101686656), np.float64(18005916.593926456), np.float64(17009887.529329967), np.float64(17006752.508865897), np.float64(17005876.70684809), np.float64(17005876.70684809), np.float64(17005865.272099826), np.float64(17005862.57447337), np.float64(17005861.505028762), np.float64(17005839.328039143), np.float64(17005819.257056065), np.float64(17005793.469722442), np.float64(17005779.40841594), np.float64(17005772.06448094), np.float64(17005753.81211612), np.float64(17005735.350067906), np.float64(17005705.113617953), np.float64(17005683.87201748), np.float64(17005683.87201748), np.float64(17005683.87201748), np.float64(17005681.91782772), np.float64(17005677.66006681), np.float64(17005676.13723547), np.float64(17005673.044915807), np.float64(17005665.875854384), np.float64(17005660.818216283), np.float64(17005655.94508458), np.float64(17005646.191564746), np.float64(17005631.357513096), np.float64(17005618.94409913), np.float64(17005614.032326713), np.float64(17005612.74429514), np.float64(17005603.662209377), np.float64(17005603.154437885), np.float64(17005601.61360065), np.float64(17005601.61360065), np.float64(17005597.624367423), np.float64(17005597.624367423), np.float64(17005597.624367423), np.float64(17005597.624367423), np.float64(17005597.624367423), np.float64(17005597.58376315), np.float64(17005596.215035368), np.float64(17005596.215035368), np.float64(17005595.699218128), np.float64(17005595.21027255), np.float64(17005594.690146744), np.float64(17005594.690146744), np.float64(17005588.022627473), np.float64(17005588.022627473), np.float64(17005587.516723428), np.float64(17005587.45065754), np.float64(17005586.095514502), np.float64(17005586.095514502), np.float64(17005586.095514502), np.float64(17005585.100629184), np.float64(17005584.64253699), np.float64(17005583.945376106), np.float64(17005579.161735635), np.float64(17005578.976301096), np.float64(17005576.19258278), np.float64(17005571.040380534), np.float64(17005562.351335254), np.float64(17005556.681491833), np.float64(17005554.50097235), np.float64(17005549.597092155), np.float64(17005541.433562823), np.float64(17005534.80872533), np.float64(17005526.39030936), np.float64(17005518.54079738)]",False,Sensor 1 (ECG) poza strefą 'chest',0.0002500020189796438,22.826211939772193,99995,9,16,0.36,"[0.7852092099809729, 0.5924668151083884, 0.8233444857677794, 0.6978501920753598, 0.2007370356659284, 0.7283492763032348, 0.7208070454320225, 0.6004851291961493, 0.6463052723893002, 0.4482153019452553, 0.8166686774523529, 0.4837854415263732, 0.3539791436315845, 0.5714752530272986, 0.3814782894930392, 0.6926214808189919, 0.45622041151037923, 0.5468928741233103, 0.8502854335526574, 0.1213916885109919, 0.6286560281803262, 0.7826179369024038, 0.6112243160028521, 0.4115254930669931, 0.19771244651303999, 0.45202624925689616, 0.4245106072081378, 0.2674174800587675, 0.6709039920957233, 0.5928922700705769, 0.39452018437699826, 0.6443421709994165, 0.3435809105717331, 0.6361634706789203, 0.5347231527152385, 0.6680092991377181, 0.3861257620577152, 0.19825082958842413, 0.3623031133882145, 0.5197643227898538, 0.464559666061204, 0.5973144905335647, 0.696064617274658, 0.4332636644031448, 0.8930126967057579, 0.7038302235719849, 0.5535135514896944, 0.050103764002955554, 0.5518567798911167, 0.803977881023288, 0.3027693695653619, 0.6829260471401181]",3.051647901535034
S3,PSO,reliability_priority,3,3,25,-10.0,0.3,0.7,8001644.869352026,5000,"[np.float64(21012557.951607075), np.float64(20012885.793013528), np.float64(20012885.793013528), np.float64(20012885.793013528), np.float64(19007851.806589413), np.float64(18009318.226999987), np.float64(18008321.007976044), np.float64(18008321.007976044), np.float64(17007932.32198724), np.float64(17007932.32198724), np.float64(16010253.870454146), np.float64(16005961.447811697), np.float64(16004880.550139152), np.float64(15004713.661338672), np.float64(15004431.297562243), np.float64(13009949.248288505), np.float64(13009949.248288505), np.float64(13009949.248288505), np.float64(13009949.248288505), np.float64(13009949.248288505), np.float64(13009949.248288505), np.float64(13006788.121202037), np.float64(13006517.630741173), np.float64(12008456.558646325), np.float64(12005817.78305391), np.float64(12005817.78305391), np.float64(12004065.0132399), np.float64(12003977.447937842), np.float64(12003742.853054136), np.float64(12002917.726048615), np.float64(11003166.960733125), np.float64(11002757.639390508), np.float64(10002885.812343927), np.float64(10002667.315493546), np.float64(10002667.315493546), np.float64(10002667.315493546), np.float64(10002667.315493546), np.float64(10002667.315493546), np.float64(10002666.003023246), np.float64(10002665.880572097), np.float64(10002664.777952818), np.float64(10002664.675352454), np.float64(10002660.668300966), np.float64(10002654.214685278), np.float64(10002648.636171704), np.float64(10002642.350086208), np.float64(10002628.789365744), np.float64(10002602.97209916), np.float64(10002585.038544172), np.float64(10002557.867679691), np.float64(10002504.725254588), np.float64(9002499.904295912), np.float64(9002497.391815782), np.float64(9002495.640043076), np.float64(9002492.155973427), np.float64(9002487.911831493), np.float64(9002483.118727757), np.float64(9002465.766802724), np.float64(9002455.559742996), np.float64(9002444.433391683), np.float64(9002427.289557775), np.float64(9002413.555856526), np.float64(9002404.0053558), np.float64(9002384.95459218), np.float64(9002364.204983022), np.float64(9002338.05290866), np.float64(9002306.702046005), np.float64(9002276.413015231), np.float64(9002202.018499086), np.float64(9002141.721347654), np.float64(9002016.515208231), np.float64(9001950.515640337), np.float64(9001938.66069333), np.float64(9001925.892352847), np.float64(9001907.514268152), np.float64(9001889.918728149), np.float64(9001872.644036008), np.float64(9001851.866692051), np.float64(9001831.056817802), np.float64(9001808.634762868), np.float64(9001791.343071792), np.float64(9001773.425587066), np.float64(9001748.236073028), np.float64(9001726.226441529), np.float64(9001705.756569922), np.float64(9001687.440395875), np.float64(8001666.609210169), np.float64(8001666.451743798), np.float64(8001666.16410752), np.float64(8001665.623193551), np.float64(8001665.064543389), np.float64(8001663.796962136), np.float64(8001662.058215142), np.float64(8001659.35367659), np.float64(8001656.787366118), np.float64(8001654.26727866), np.float64(8001651.686911914), np.float64(8001648.526913546), np.float64(8001646.64817784), np.float64(8001644.869352026)]",False,Sensor 4 (SpO2) poza strefą 'right_shoulder',0.00025000193463009355,27.758574815918763,99995,15,10,0.6,"[0.4582780984094664, 0.7012906426654348, 0.5735996084644341, 0.8974583798595563, 0.23669513670955622, 0.7280681881073261, 0.8894226609523562, 0.6925647244075207, 0.5067591217877275, 0.5508948206813586, 0.8054690043531224, 0.5452082986409942, 0.38028223860781185, 0.4382891676765354, 0.21107961635737252, 0.587473077218578, 0.41464491556709693, 0.5270124850373517, 0.8989630328058965, 0.5495879456216727, 0.4695578962397708, 0.4024994124999737, 0.5279396081036489, 0.4977093874142681, 0.6601730000180474, 0.6839384194265516, 0.4184148181669867, 0.3874778281126571, 0.5324287137872392, 0.23888359668641074, 0.4370771522501622, 0.10098019129542453, 0.4410983781107801, 0.3177050548717009, 0.489013142308991, 0.45662237003589856, 0.31960148777683206, 0.7436508963568874, 0.6540591849763682, 0.6313415087522648, 0.9147442119800299, 0.14077874681597313, 0.5345112708721377, 0.3789422115776567, 0.7539322081467625, 0.13975297186334232, 0.6090025052698087, 0.05547091578191432, 0.588077623559286, 0.8038987255154307, 0.49513610166174, 0.2552827747605535]",3.0006191730499268
