scenario,algorithm,weight_variant,run_id,seed,n_sensors,P_TX_max,w_E,w_R,best_fitness,n_evaluations,convergence_curve,is_valid,validation_reason,E_total,min_link_margin,network_lifetime,los_count,nlos_count,los_ratio,best_genome,elapsed_time
S2,GA,reliability_priority,1,1,15,-5.0,0.3,0.7,8002401.441176093,5000,"[np.float64(12004066.19400059), np.float64(12004066.19400059), np.float64(12003645.278970834), np.float64(12003615.092485107), np.float64(11004551.85167266), np.float64(11004551.85167266), np.float64(11003854.258054819), np.float64(11003854.258054819), np.float64(11003817.848607363), np.float64(11003650.260534469), np.float64(11003355.063220862), np.float64(10002843.620313514), np.float64(10002843.620313514), np.float64(10002843.620313514), np.float64(10002843.620313514), np.float64(10002843.620313514), np.float64(10002468.365897754), np.float64(10002468.365897754), np.float64(9006017.647671588), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8003247.16945344), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002470.753864616), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093), np.float64(8002401.441176093)]",False,Sensor 2 (EEG) poza strefą 'head',0.00015000106928724963,28.672253421168854,99995,6,9,0.4,"[0.3602542524134186, 0.5556606676969733, 0.3258618180395625, 0.9900782940500945, 0.47275059619678717, 0.5068301741078516, 0.05594286571164253, 0.026947961348334992, 0.357106870082209, 0.6917386137961876, 0.12943098541936637, 0.527649408145491, 0.604882066997227, 0.5047159505921679, 0.8145477926565886, 0.41879605229126005, 0.2982346600636776, 0.5607418782369078, 0.7731369917564679, 0.561541324484758, 0.4393027044407022, 0.3975929296560464, 0.5268149059844746, 0.3934453754255315, 0.06454070532416989, 0.7428259616982309, 0.6566351175128118, 0.49138327878556365, 0.5479768073411622, 0.4879923536823215, 0.7855897626132532, 0.50644440798189]",1.360206127166748
S2,GA,reliability_priority,2,2,15,-5.0,0.3,0.7,8002267.911357007,5000,"[np.float64(12007703.801565547), np.float64(12007373.249543687), np.float64(12004372.771838851), np.float64(11006225.777992632), np.float64(11006225.777992632), np.float64(11006225.777992632), np.float64(11005222.728903726), np.float64(11003345.615826696), np.float64(11003345.615826696), np.float64(11003345.615826696), np.float64(11003345.615826696), np.float64(11003345.615826696), np.float64(11003345.615826696), np.float64(11003087.627268266), np.float64(11003087.627268266), np.float64(11003087.627268266), np.float64(10003401.798459847), np.float64(10003401.798459847), np.float64(10003401.798459847), np.float64(10003401.798459847), np.float64(10003401.798459847), np.float64(10003401.798459847), np.float64(10003401.798459847), np.float64(10003401.798459847), np.float64(9003245.763568504), np.float64(9003245.763568504), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8003064.165838573), np.float64(8002793.274647346), np.float64(8002793.274647346), np.float64(8002793.274647346), np.float64(8002793.274647346), np.float64(8002793.274647346), np.float64(8002793.274647346), np.float64(8002793.274647346), np.float64(8002316.845359397), np.float64(8002316.845359397), np.float64(8002316.845359397), np.float64(8002316.845359397), np.float64(8002316.845359397), np.float64(8002316.845359397), np.float64(8002316.845359397), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007), np.float64(8002267.911357007)]",False,Sensor 2 (EEG) poza strefą 'head',0.00015000119406684238,28.391352150657482,99995,0,15,0.0,"[0.5784874460190917, 0.6228880380450198, 0.3262882367717824, 0.7870756528941549, 0.05762134766020588, 0.2752082181377423, 0.42678015459652263, 0.9694911123563058, 0.4970414796912962, 0.7386165704288619, 0.10057813378329039, 0.5246529509418549, 0.48583845060670805, 0.33524301757068664, 0.37852625259407136, 0.5015661040091745, 0.22405539320302204, 0.957852816997421, 0.7138704304124207, 0.6965549755850309, 0.9614434372670463, 0.11037860237730657, 0.5769243355335735, 0.3606223019486513, 0.41066143129827426, 0.09103007176516065, 0.1862471862201237, 0.2990527863982183, 0.4694033479404288, 0.41537912443201763, 0.39057305644231743, 0.6228810726106631]",1.3551278114318848
S2,GA,reliability_priority,3,3,15,-5.0,0.3,0.7,8002091.887440834,5000,"[np.float64(12003291.524672741), np.float64(12003291.524672741), np.float64(12003291.524672741), np.float64(11010978.016101988), np.float64(11010978.016101988), np.float64(11010978.016101988), np.float64(11010978.016101988), np.float64(11003003.267878206), np.float64(11003003.267878206), np.float64(11003003.267878206), np.float64(11003003.267878206), np.float64(11002957.931938423), np.float64(10008839.54940385), np.float64(10008839.54940385), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(9004351.500122342), np.float64(8005184.389927787), np.float64(8005184.389927787), np.float64(8005184.389927787), np.float64(8005184.389927787), np.float64(8005184.389927787), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003552.414451193), np.float64(8003096.785050549), np.float64(8003096.785050549), np.float64(8003096.785050549), np.float64(8003096.785050549), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834), np.float64(8002091.887440834)]",False,Sensor 2 (EEG) poza strefą 'head',0.000150001028413836,29.186161393731012,99996,9,6,0.6,"[0.4818267195147119, 0.7111358734648685, 0.8269451537866885, 0.6855560739038077, 0.2792194387530983, 0.43033407162582094, 0.8657543676684499, 0.4615224967035182, 0.5891990392418116, 0.6806276413661194, 0.20608446748012943, 0.8014949969674043, 0.6752422032455477, 0.5988150791056507, 0.5018848127663732, 0.42651480082712667, 0.34316161211663976, 0.653310072057044, 0.5907667435481867, 0.8878086001497747, 0.42288551454867596, 0.2799841202522869, 0.5284619368296065, 0.3521603890782795, 0.013871891291264982, 0.8510057335342016, 0.792766237570142, 0.017109673030835548, 0.48109934490180606, 0.12548552482525843, 0.5944338723863525, 0.38614381694397615]",1.3540959358215332
